Date,Name,Year,Letterboxd URI,Rating
2022-07-23,"Love, Death & Robots: Beyond the Aquila Rift",2019,https://boxd.it/lGTe,3.5
2022-07-23,"Love, Death & Robots: When the Yogurt Took Over",2019,https://boxd.it/lFSY,3.5
2022-07-23,What to Expect When You're Expecting,2012,https://boxd.it/2DEM,4
2022-07-23,Wish Dragon,2021,https://boxd.it/k6w2,3
2022-07-23,"Love, Death & Robots: Sonnie's Edge",2019,https://boxd.it/lECg,4
2022-07-23,"Love, Death & Robots: Three Robots",2019,https://boxd.it/lECK,3
2022-07-23,"Love, Death & Robots: The Witness",2019,https://boxd.it/lFO8,3.5
2022-07-23,Arthur Christmas,2011,https://boxd.it/Cg6,4.5
2022-07-23,Muppets Most Wanted,2014,https://boxd.it/4Cti,4
2022-07-23,21 Bridges,2019,https://boxd.it/juea,3
2022-07-23,While You Were Sleeping,1995,https://boxd.it/27wm,3.5
2022-07-23,Leap Year,2010,https://boxd.it/1wdC,2.5
2022-07-23,Black Mirror: Shut Up and Dance,2016,https://boxd.it/hRRq,3.5
2022-07-23,Wallace & Gromit: The Curse of the Were-Rabbit,2005,https://boxd.it/2ac0,3.5
2022-07-23,ParaNorman,2012,https://boxd.it/2FuY,4
2022-07-23,Fast & Furious,2009,https://boxd.it/1Pnm,2.5
2022-07-23,Black Mirror: Playtest,2016,https://boxd.it/hRR6,3.5
2022-07-23,Baby Driver,2017,https://boxd.it/bhF2,4.5
2022-07-23,A Goofy Movie,1995,https://boxd.it/1Lwu,3.5
2022-07-23,Last Christmas,2019,https://boxd.it/k38G,4
2022-07-23,Under the Banner of Heaven,2022,https://boxd.it/zMlA,4.5
2022-07-23,The Dark Knight Rises,2012,https://boxd.it/H3m,4
2022-07-23,"Love, Death & Robots: Helping Hand",2019,https://boxd.it/lJGW,3.5
2022-07-23,Avengers: Infinity War,2018,https://boxd.it/9vEe,4
2022-07-23,The Avengers,2012,https://boxd.it/1xFW,3
2022-07-23,Tenet,2020,https://boxd.it/leq4,3.5
2022-07-23,Jurassic Park,1993,https://boxd.it/2aA2,4.5
2022-07-23,Toy Story,1995,https://boxd.it/29qA,4
2022-07-23,The Incredibles,2004,https://boxd.it/1XLm,4
2022-07-23,Captain Marvel,2019,https://boxd.it/9vSA,4
2022-07-23,Avengers: Age of Ultron,2015,https://boxd.it/3qi6,2.5
2022-07-23,10 Things I Hate About You,1999,https://boxd.it/23AO,4
2022-07-23,Finding Nemo,2003,https://boxd.it/72i,4
2022-07-23,"Monsters, Inc.",2001,https://boxd.it/2a46,4
2022-07-23,The Lion King,1994,https://boxd.it/201Q,4
2022-07-23,Iron Man 3,2013,https://boxd.it/2cBQ,3
2022-07-23,Zootopia,2016,https://boxd.it/84xS,4
2022-07-23,Solo: A Star Wars Story,2018,https://boxd.it/bGWs,3
2022-07-23,Cars,2006,https://boxd.it/29ho,4
2022-07-23,The Lost City of Z,2016,https://boxd.it/a7jS,3.5
2022-07-23,Ad Astra,2019,https://boxd.it/ePzI,3.5
2022-07-23,Lion,2016,https://boxd.it/b2La,4
2022-07-23,The Lost World: Jurassic Park,1997,https://boxd.it/2azS,3
2022-07-23,Space Jam,1996,https://boxd.it/26YO,3
2022-07-23,The Fast and the Furious,2001,https://boxd.it/1XMu,3
2022-07-23,Cars 2,2011,https://boxd.it/H4Y,2.5
2022-07-23,Mulan,2020,https://boxd.it/bbK6,1.5
2022-07-23,The Fast and the Furious: Tokyo Drift,2006,https://boxd.it/1Yeo,3.5
2022-07-23,Forgetting Sarah Marshall,2008,https://boxd.it/1XEq,3
2022-07-23,Treasure Planet,2002,https://boxd.it/1Znm,3.5
2022-07-23,2 Fast 2 Furious,2003,https://boxd.it/2a4g,2.5
2022-07-23,Cars 3,2017,https://boxd.it/7IPq,3
2022-07-23,The Muppets,2011,https://boxd.it/1zg,3.5
2022-07-23,Friends: The Reunion,2021,https://boxd.it/pOQq,3
2022-07-23,Tag,2018,https://boxd.it/gh7Y,4
2022-07-23,Hairspray,2007,https://boxd.it/261M,3
2022-07-23,The Nice Guys,2016,https://boxd.it/94Hg,4
2022-07-23,Black Mirror: Black Museum,2017,https://boxd.it/hRqu,3.5
2022-07-23,Black Mirror: The Entire History of You,2011,https://boxd.it/hQZ4,3
2022-07-23,Black Mirror: Fifteen Million Merits,2011,https://boxd.it/hQYU,3
2022-07-23,Black Mirror: Hated in the Nation,2016,https://boxd.it/hSBI,3.5
2022-07-23,Rejected,2000,https://boxd.it/1gZU,4
2022-07-24,Tipping Point,2020,https://boxd.it/zp9w,4
2022-07-24,"Love, Death & Robots: Bad Travelling",2022,https://boxd.it/BykM,4
2022-07-24,Save Ralph,2021,https://boxd.it/ux2o,5
2022-07-26,Marcel the Shell with Shoes On,2021,https://boxd.it/wMAk,5
2022-08-01,Robots,2005,https://boxd.it/1Xve,4
2022-08-03,"Crazy, Stupid, Love.",2011,https://boxd.it/D9A,2.5
2022-08-05,Where the Crawdads Sing,2022,https://boxd.it/psLS,3.5
2022-08-07,Altered Carbon: Resleeved,2020,https://boxd.it/oLbW,0.5
2022-08-08,Ex Machina,2015,https://boxd.it/7T2k,5
2022-09-24,The Haunting of Hill House,2018,https://boxd.it/kfJ0,5
2022-10-07,Black Mirror: Hang the DJ,2017,https://boxd.it/hQYA,5
2022-10-08,Hocus Pocus 2,2022,https://boxd.it/nRog,3
2022-10-14,The Hunt for Red October,1990,https://boxd.it/28lk,4
2022-10-15,DAHMER - Monster: The Jeffrey Dahmer Story,2022,https://boxd.it/CRG0,5
2022-10-15,See How They Run,2022,https://boxd.it/sNVq,3.5
2022-10-26,Minions: The Rise of Gru,2022,https://boxd.it/fz9w,3.5
2022-11-01,It Chapter Two,2019,https://boxd.it/h10u,3.5
2022-11-10,The Shawshank Redemption,1994,https://boxd.it/2aHi,5
2022-11-12,Black Panther: Wakanda Forever,2022,https://boxd.it/igPu,4
2022-11-24,No Country for Old Men,2007,https://boxd.it/21ew,5
2022-11-27,The Bad Guys,2022,https://boxd.it/nkg4,4
2022-12-10,All Quiet on the Western Front,2022,https://boxd.it/H08,5
2022-12-11,The Prince of Egypt,1998,https://boxd.it/1XGQ,5
2022-12-11,The Sandlot,1993,https://boxd.it/1TDy,4
2022-12-11,Tarzan,1999,https://boxd.it/18YO,4
2022-12-11,Fantasia 2000,1999,https://boxd.it/ENG,4
2022-12-11,Signs,2002,https://boxd.it/26t2,4
2022-12-11,Holes,2003,https://boxd.it/20mE,3.5
2022-12-17,Bullet Train,2022,https://boxd.it/qW26,3.5
2022-12-18,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,5
2022-12-19,The Menu,2022,https://boxd.it/lScm,4
2022-12-21,Avatar: The Way of Water,2022,https://boxd.it/2E2E,5
2022-12-28,Glass Onion,2022,https://boxd.it/oCkK,4
2022-12-28,Guillermo del Toro's Pinocchio,2022,https://boxd.it/kjMW,5
2022-12-31,Puss in Boots: The Last Wish,2022,https://boxd.it/aaie,5
2023-01-02,How to Train Your Dragon,2010,https://boxd.it/1WRy,5
2023-01-02,Strange World,2022,https://boxd.it/x6Li,4
2023-01-03,The Man from U.N.C.L.E.,2015,https://boxd.it/67lG,4
2023-01-10,Mission: Impossible – Fallout,2018,https://boxd.it/bSVc,4
2023-02-13,Mission: Impossible – Rogue Nation,2015,https://boxd.it/5rI4,4.5
2023-02-27,Ant-Man and the Wasp: Quantumania,2023,https://boxd.it/nL2y,4
2023-03-18,The Lord of the Rings: The Rings of Power Global Fan Screening,2022,https://boxd.it/CpBw,1
2023-03-18,Venom,2018,https://boxd.it/b8wA,1.5
2023-03-18,Mile 22,2018,https://boxd.it/bEwM,0.5
2023-03-28,John Wick: Chapter 4,2023,https://boxd.it/mh48,5
2023-04-03,Dungeons & Dragons: Honor Among Thieves,2023,https://boxd.it/hN1A,4
2023-04-09,The Super Mario Bros. Movie,2023,https://boxd.it/i8C8,3
2023-04-16,Air,2023,https://boxd.it/Arlc,4
2023-04-17,Suzume,2022,https://boxd.it/yv7Y,3.5
2023-04-17,Don't Worry Darling,2022,https://boxd.it/mViu,2.5
2023-04-25,Beau Is Afraid,2023,https://boxd.it/u2gE,4
2023-05-02,BEEF,2023,https://boxd.it/FPsm,5
2023-05-06,Thor: Love and Thunder,2022,https://boxd.it/mMAY,3
2023-05-10,Star Wars: Tales of the Jedi,2022,https://boxd.it/DmaE,4
2023-05-10,Star Wars: Visions – Screecher's Reach,2023,https://boxd.it/GqTY,4
2023-05-10,Star Wars: Visions – Sith,2023,https://boxd.it/GqU8,4
2023-05-10,Alita: Battle Angel,2019,https://boxd.it/e0rS,2.5
2023-05-11,Star Wars: Visions – I Am Your Mother,2023,https://boxd.it/GqEE,4
2023-05-11,Star Wars: Visions – Journey to the Dark Head,2023,https://boxd.it/GqL6,4
2023-05-12,Star Wars: Visions – The Spy Dancer,2023,https://boxd.it/GqOk,4
2023-05-12,Star Wars: Visions – Aau's Song,2023,https://boxd.it/GqMo,5
2023-05-30,Love & Death,2023,https://boxd.it/Gdw8,5
2023-05-31,ERASED,2016,https://boxd.it/px1A,5
2023-05-31,The Little Mermaid,2023,https://boxd.it/fVum,4.5
2023-05-31,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/fVNI,4.5
2023-06-05,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/kSz4,5
2023-06-11,Rye Lane,2023,https://boxd.it/DIyy,4
2023-06-18,Elemental,2023,https://boxd.it/ASiE,4
2023-06-23,Scream 2,1997,https://boxd.it/24Es,1
2023-06-23,Scream,1996,https://boxd.it/24EC,4.5
2023-06-23,Scream 3,2000,https://boxd.it/24Ei,0.5
2023-06-23,Asteroid City,2023,https://boxd.it/s3ds,5
2023-06-24,Past Lives,2023,https://boxd.it/oNB8,5
2023-06-27,Scream 4,2011,https://boxd.it/Zmc,0.5
2023-06-27,Scream,2022,https://boxd.it/o0lg,3
2023-06-28,Scream VI,2023,https://boxd.it/zdfW,3.5
2023-06-29,Isle of Dogs,2018,https://boxd.it/dZrW,5
2023-07-04,Bodies Bodies Bodies,2022,https://boxd.it/iRcE,4
2023-07-04,X,2022,https://boxd.it/sxVa,4
2023-07-05,Nimona,2023,https://boxd.it/Aiyc,5
2023-07-07,Chernobyl,2019,https://boxd.it/mkbG,5
2023-07-08,Pearl,2022,https://boxd.it/zPbe,4.5
2023-07-08,Pulp Fiction,1994,https://boxd.it/29Pq,4
2023-07-08,Rogue One: A Star Wars Story,2016,https://boxd.it/aPvy,4
2023-07-08,Blade Runner: Black Out 2022,2017,https://boxd.it/h5sM,4
2023-07-08,Good Morning,2007,https://boxd.it/fqQc,4.5
2023-07-08,8:46,2020,https://boxd.it/qL5e,4.5
2023-07-08,Marcel the Shell with Shoes On,2010,https://boxd.it/cOZw,4
2023-07-08,"Marcel the Shell with Shoes On, Two",2011,https://boxd.it/eOZU,4
2023-07-08,"Marcel the Shell with Shoes On, Three",2014,https://boxd.it/eP0S,4.5
2023-07-08,All Too Well: The Short Film,2021,https://boxd.it/xTmc,4.5
2023-07-08,The Mark of Emi,2021,https://boxd.it/veYA,4
2023-07-08,About Time,2013,https://boxd.it/43bI,4
2023-07-08,Good Will Hunting,1997,https://boxd.it/2ahY,4
2023-07-08,Moonrise Kingdom,2012,https://boxd.it/2Wng,4
2023-07-08,Don't Look Up,2021,https://boxd.it/o0Hc,3.5
2023-07-08,Deadpool 2,2018,https://boxd.it/dlLM,3.5
2023-07-09,Rango,2011,https://boxd.it/QPk,3
2023-07-11,The Wolf of Wall Street,2013,https://boxd.it/3C1m,5
2023-07-13,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/l7zS,4
2023-07-14,Babylon,2022,https://boxd.it/mM02,4
2023-07-14,There Will Be Blood,2007,https://boxd.it/20Z2,5
2023-07-16,This Place Rules,2022,https://boxd.it/CJGm,3
2023-07-19,1917,2019,https://boxd.it/jj4y,5
2023-07-21,Barbie,2023,https://boxd.it/bCLK,5
2023-07-22,Oppenheimer,2023,https://boxd.it/wUow,5
2023-08-16,Talk to Me,2022,https://boxd.it/C6uQ,5
2023-08-17,Sound of Freedom,2023,https://boxd.it/piEi,3
2023-08-23,The Wind Rises,2013,https://boxd.it/4JQS,5
2023-09-02,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,https://boxd.it/mK0a,3.5
2023-09-12,Bottoms,2023,https://boxd.it/uGf2,5
2023-10-03,A Haunting in Venice,2023,https://boxd.it/zGdg,4
2023-10-05,The Creator,2023,https://boxd.it/oXWq,2.5
2023-10-17,E.T. the Extra-Terrestrial,1982,https://boxd.it/2a1G,4
2023-10-25,Killers of the Flower Moon,2023,https://boxd.it/gHp0,5
2023-11-13,Loki,2021,https://boxd.it/sbHg,5
2023-11-13,The Marvels,2023,https://boxd.it/mwU4,2.5
2023-11-21,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/pZCY,4
2023-11-23,Saltburn,2023,https://boxd.it/z4eg,5
2023-11-24,Next Goal Wins,2023,https://boxd.it/mZTu,3
2023-12-08,The Boy and the Heron,2023,https://boxd.it/ipeM,5
2023-12-14,Godzilla Minus One,2023,https://boxd.it/zu4c,5
2023-12-18,Indiana Jones and the Dial of Destiny,2023,https://boxd.it/b8vM,3.5
2023-12-25,Spider-Man 2,2004,https://boxd.it/2a88,4.5
2023-12-25,Pirates of the Caribbean: The Curse of the Black Pearl,2003,https://boxd.it/70G,4.5
2023-12-25,The Power of the Dog,2021,https://boxd.it/m99E,4.5
2023-12-25,Lilo & Stitch,2002,https://boxd.it/1TAY,4.5
2023-12-25,Hunt for the Wilderpeople,2016,https://boxd.it/cTgG,4.5
2023-12-25,National Treasure,2004,https://boxd.it/27x0,3.5
2023-12-25,The Muppet Christmas Carol,1992,https://boxd.it/1WgC,4.5
2023-12-25,A Charlie Brown Christmas,1965,https://boxd.it/1QDq,4.5
2023-12-25,"Love, Death & Robots: Zima Blue",2019,https://boxd.it/lJGM,5
2023-12-25,Ahsoka,2023,https://boxd.it/IhEE,4
2023-12-25,Trick or Treat Scooby-Doo!,2022,https://boxd.it/CobW,3.5
2024-01-06,The Worst Person in the World,2021,https://boxd.it/oyws,5
2024-01-15,Legally Blonde,2001,https://boxd.it/1ZNa,5
2024-01-15,Hacksaw Ridge,2016,https://boxd.it/azew,5
2024-01-17,Scott Pilgrim Takes Off,2023,https://boxd.it/JLZk,5
2024-01-18,Barbie as The Princess & the Pauper,2004,https://boxd.it/1MGU,5
2024-01-20,The Holdovers,2023,https://boxd.it/vHza,4
2024-01-28,Godzilla,2014,https://boxd.it/47OE,3.5
2024-01-31,Masters of the Air,2024,https://boxd.it/KPrS,4
2024-02-06,Wolfwalkers,2020,https://boxd.it/fGrC,5
2024-02-14,Normal People,2020,https://boxd.it/q2VY,5
2024-02-14,The Zone of Interest,2023,https://boxd.it/gJsA,5
2024-02-16,Poor Things,2023,https://boxd.it/tNWU,4
2024-02-19,BLUE EYE SAMURAI,2023,https://boxd.it/JH9k,3.5
2024-02-21,Snowpiercer,2013,https://boxd.it/3Icg,4
2024-02-25,Whiplash,2014,https://boxd.it/7bQA,5
2024-02-26,Demon Slayer: Kimetsu no Yaiba,2019,https://boxd.it/pKsE,4
2024-03-01,Dune: Part Two,2024,https://boxd.it/pUfA,5
2024-03-17,Kung Fu Panda 4,2024,https://boxd.it/CepE,3
2024-04-13,Civil War,2024,https://boxd.it/z1jW,5
2024-04-17,Attack on Titan The Final Chapters: Special 2,2023,https://boxd.it/JyZw,5
2024-04-17,Attack on Titan The Final Chapters: Special 1,2023,https://boxd.it/JyYy,5
2024-04-22,The Ministry of Ungentlemanly Warfare,2024,https://boxd.it/u5zu,4
2024-04-30,Shōgun,2024,https://boxd.it/LciY,5
2024-05-19,American Fiction,2023,https://boxd.it/DYHm,4
2024-05-19,The Iron Claw,2023,https://boxd.it/w5Pm,5
2024-05-19,Akira,1988,https://boxd.it/2b1i,5
2024-05-27,The Fall Guy,2024,https://boxd.it/s0Bm,4
2024-06-13,Jujutsu Kaisen,2020,https://boxd.it/sOve,5
2024-06-14,Challengers,2024,https://boxd.it/zld0,5
2024-06-14,Kingdom of the Planet of the Apes,2024,https://boxd.it/ohEE,3
2024-06-17,Inside Out 2,2024,https://boxd.it/CFrC,4
2024-06-17,Furiosa: A Mad Max Saga,2024,https://boxd.it/tABk,4
2024-07-13,Mr. & Mrs. Smith,2005,https://boxd.it/29CG,5
2024-07-15,"Red, White & Royal Blue",2023,https://boxd.it/z3iG,4
2024-07-23,Love Lies Bleeding,2024,https://boxd.it/zN4q,4
2024-07-24,Twisters,2024,https://boxd.it/qV7a,4.5
2024-07-25,Bones and All,2022,https://boxd.it/tLd4,4
2024-07-25,Jujutsu Kaisen 0,2021,https://boxd.it/uvFS,5
2024-08-02,Deadpool & Wolverine,2024,https://boxd.it/jq8s,3.5
2024-08-07,Trap,2024,https://boxd.it/D4nK,5
2024-08-14,Fresh,2022,https://boxd.it/tCNi,4
2024-08-17,Mean Girls,2004,https://boxd.it/1VNg,5
2024-08-19,The Fall,2006,https://boxd.it/1NoM,5
2024-08-19,The Grinch,2018,https://boxd.it/chpK,5
2024-08-28,Strange Darling,2023,https://boxd.it/CVIk,5
2024-08-30,Kimi,2022,https://boxd.it/u7LW,4
2024-08-31,The Last Five Years,2014,https://boxd.it/6boO,1
2024-08-31,Twenty Something,2021,https://boxd.it/wbzu,5
2024-08-31,Kitbull,2019,https://boxd.it/l4MY,5
2024-08-31,Out,2020,https://boxd.it/qs3I,5
2024-08-31,Alien: Romulus,2024,https://boxd.it/zGqO,4
2024-09-06,21 Jump Street,2012,https://boxd.it/J0,4
2024-10-02,Megalopolis,2024,https://boxd.it/lPBS,3.5
2024-10-10,I Saw the TV Glow,2024,https://boxd.it/woVe,4
2024-10-14,The Wild Robot,2024,https://boxd.it/IWFy,5
2024-10-30,Monster House,2006,https://boxd.it/1Z2e,3
2024-11-12,"The Boy, the Mole, the Fox and the Horse",2022,https://boxd.it/BBT6,4
2024-11-13,Heretic,2024,https://boxd.it/H1lY,3
2024-11-18,Red One,2024,https://boxd.it/vTBM,0.5
2024-11-18,Venom: The Last Dance,2024,https://boxd.it/ynqo,1
2024-11-24,Wicked,2024,https://boxd.it/e8ME,5
2024-12-08,Over the Garden Wall,2014,https://boxd.it/eqFw,5
2024-12-16,Conclave,2024,https://boxd.it/AO8q,5
